product_id,Average Sales per Week,weight KG,Length cm,Width cm,Depth cm
3598,401,0.881,23,16,5
3599,198,2.028,16,14,8
3600,849,0.034,6,6,2
3601,728,12.376,33,26,10
3602,128,1.139,17,8,7
3603,802,0.157,15,6,3
3604,339,0.309,8,5,5
3605,688,0.298,16,5,4
3606,415,0.039,5,5,2
3607,116,0.539,23,7,5
3608,280,0.158,6,5,3
3609,550,1.168,41,5,4
3610,424,1.005,23,9,7
3611,679,0.067,5,5,2
3612,607,2.063,18,12,9
3613,108,0.18,7,7,2
3614,683,0.18,16,12,3
3615,949,1.42,13,8,7
3616,219,4.182,55,25,4
3617,924,1.885,46,16,10
3618,241,0.212,19,5,3
3619,236,0.221,9,6,6
3620,158,0.662,24,9,9
3621,988,1.9,22,14,11
3622,280,0.072,6,5,3
3623,903,1.214,29,5,5
3624,352,0.446,12,7,6
3625,303,3.231,18,16,13
3626,385,0.842,11,7,6
3627,638,22.751,60,24,9
3628,579,1.686,33,19,7
3629,898,0.232,13,12,2
3630,156,2.494,16,14,10
3631,898,0.567,11,10,7
3632,463,1.065,23,10,8
3633,124,0.074,10,5,3
3634,593,0.106,19,5,3
3635,338,27.939,37,26,20
3636,348,4.966,57,18,7
3637,117,0.042,5,5,3
3638,877,0.179,14,6,3
3639,486,0.014,5,5,2
3640,901,32.0,65,47,26
3641,384,2.777,19,12,8
3642,879,32.0,76,66,36
3643,165,0.204,13,6,4
3644,651,1.44,26,7,6
3645,383,0.073,6,6,2
3646,950,0.132,13,6,2
3647,279,1.113,25,15,2
3648,374,0.052,5,5,5
3649,565,0.101,8,8,5
3650,556,24.526,31,31,18
3651,185,7.425,21,17,13
3652,571,0.092,5,5,5
3653,152,1.657,19,14,11
3654,459,0.041,5,5,4
3655,821,0.216,5,5,5
3656,334,3.657,38,14,10
3657,127,32.0,53,49,25
3658,629,0.404,19,14,2
3659,965,0.679,52,5,2
3660,339,12.604,49,48,9
3661,159,0.405,13,8,4
3662,337,1.267,68,6,3
3663,720,32.0,73,48,17
3664,189,0.227,5,5,5
3665,664,22.072,81,67,6
3666,223,12.128,40,17,13
3667,141,1.417,23,14,5
3668,512,0.201,5,5,5
3669,482,5.116,42,30,5
3670,963,8.019,28,20,12
3671,201,24.302,35,29,12
3672,554,2.855,38,9,8
3673,318,0.886,28,7,3
3674,141,0.171,5,5,4
3675,279,1.204,50,5,3
3676,178,0.885,42,11,2
3677,106,32.0,53,33,21
3678,481,32.0,71,44,9
3679,394,0.069,5,5,2
3680,530,0.442,11,11,5
3681,412,0.118,5,5,5
3682,282,3.681,62,20,12
3683,307,6.657,29,21,19
3684,866,1.339,12,10,7
3685,105,2.847,26,8,8
3686,160,1.031,45,21,3
3687,289,0.08,5,5,5
3688,826,26.023,48,21,17
3689,952,4.987,25,12,9
3690,893,13.505,26,21,20
3691,211,0.137,5,5,3
3692,221,12.196,37,20,11
3693,656,2.142,24,20,4
3694,172,0.234,7,6,3
3695,791,4.828,35,14,6
3696,289,0.073,12,12,2
3697,917,0.563,14,9,3
3698,862,0.041,5,5,3
3699,856,0.606,27,6,5
3700,877,4.611,34,9,9
3701,247,0.088,5,5,4
3702,611,0.171,5,5,4
3703,264,0.731,39,9,5
3704,769,8.3,34,22,9
3705,844,3.919,25,15,9
3706,546,2.374,49,18,2
3707,249,0.12,7,5,2
3708,514,7.437,30,20,13
3709,797,0.146,7,6,5
3710,955,7.735,34,18,7
3711,114,0.166,5,5,4
3712,105,0.136,16,5,3
3713,499,3.953,43,21,16
3714,318,0.8,84,5,5
3715,542,1.332,15,12,7
3716,282,1.737,19,17,4
3717,572,0.056,12,9,2
3718,917,0.169,11,8,5
3719,125,2.021,23,10,8
3720,401,5.597,61,14,10
3721,397,1.153,19,8,6
3722,830,2.326,42,12,10
3723,296,0.479,20,9,4
3724,895,0.809,17,12,4
3725,992,0.88,14,12,9
3726,998,2.858,23,19,7
3727,359,3.449,15,12,12
3728,139,5.841,55,27,3
3729,197,0.253,6,6,4
3730,319,19.405,53,23,18
3731,659,1.811,25,9,6
3732,444,0.387,17,8,3
3733,229,0.253,10,6,4
3734,750,4.593,22,17,8
3735,302,0.075,9,5,5
3736,920,0.093,5,5,3
3737,320,1.063,24,11,10
3738,916,32.0,80,76,70
3739,944,0.937,13,10,8
3740,561,1.925,44,20,2
3741,710,0.366,38,7,2
3742,227,1.361,17,7,6
3743,905,2.225,13,12,10
3744,928,0.575,9,7,6
3745,675,3.968,27,25,11
3746,518,1.482,21,11,7
3747,165,32.0,85,22,21
3748,478,0.405,8,6,5
3749,810,32.0,61,26,26
3750,515,0.775,14,12,9
3751,990,6.558,35,34,26
3752,985,32.0,74,65,53
3753,670,0.286,11,5,4
3754,544,1.419,22,9,8
3755,202,1.334,20,12,8
3756,954,0.723,11,8,6
3757,255,0.219,8,8,2
3758,725,0.092,8,5,4
3759,357,0.354,12,5,3
3760,433,12.038,22,20,16
3761,752,0.395,11,10,2
3762,738,0.103,7,5,3
3763,966,9.978,43,35,9
3764,784,2.304,41,16,9
3765,695,1.771,33,16,2
3766,634,0.801,12,7,5
3767,922,0.051,5,5,3
3768,778,3.088,24,12,11
3769,717,1.076,28,6,6
3770,791,5.834,35,19,6
3771,979,25.573,54,22,22
3772,728,12.472,38,28,19
3773,142,1.108,10,9,9
3774,221,0.112,5,5,5
3775,931,4.458,31,9,8
3776,286,21.653,60,20,16
3777,128,0.725,19,12,5
3778,629,0.149,5,5,4
3779,381,5.63,19,14,13
3780,905,2.893,24,22,21
3781,620,0.453,11,6,4
3782,169,0.223,5,5,5
3783,566,0.036,6,6,3
3784,162,0.471,23,9,6
3785,645,32.0,90,40,27
3786,912,4.955,96,7,5
3787,399,0.283,9,9,8
3788,324,16.248,53,18,9
3789,378,1.223,19,7,5
3790,778,0.366,11,9,2
3791,743,0.165,5,5,4
3792,352,0.033,5,5,2
3793,658,32.0,41,32,24
3794,130,0.117,26,5,4
3795,133,32.0,91,54,48
3796,977,11.463,22,18,16
3797,966,32.0,59,43,22
3798,229,2.015,19,14,14
3799,558,2.522,48,9,3
3800,341,0.091,5,5,2
3801,653,8.45,25,23,22
3802,734,0.399,22,7,4
3803,667,0.762,17,16,9
3804,176,3.814,46,33,9
3805,239,1.184,11,11,5
3806,685,8.195,70,9,8
3807,155,0.036,5,5,2
3808,715,7.698,63,32,9
3809,165,32.0,43,32,17
3810,712,0.093,5,5,4
3811,590,11.313,56,21,10
3812,667,0.282,7,6,6
3813,236,0.138,8,5,3
3814,879,0.13,9,7,2
3815,855,0.811,54,9,6
3816,591,0.407,14,5,5
3817,647,0.469,17,7,6
3818,925,12.404,21,21,18
3819,734,0.388,9,9,8
3820,536,0.163,5,5,5
3821,376,1.337,34,8,8
3822,461,0.079,9,5,2
3823,110,0.418,14,14,3
3824,733,0.072,5,5,5
3825,374,32.0,55,41,25
3826,487,0.11,7,5,3
3827,393,0.122,5,5,3
3828,184,27.336,51,49,7
3829,793,4.553,37,16,6
3830,879,0.095,5,5,2
3831,526,0.28,31,7,4
3832,853,0.06,5,5,3
3833,518,0.073,5,5,2
3834,123,0.461,10,5,5
3835,225,32.0,58,28,25
3836,786,0.098,10,7,5
3837,894,26.97,34,32,32
3838,114,0.163,6,6,4
3839,876,0.141,5,5,3
3840,682,17.289,47,18,18
3841,805,32.0,45,43,33
3842,934,32.0,55,48,26
3843,526,0.511,11,11,9
3844,334,0.801,12,9,7
3845,652,14.413,45,36,14
3846,769,0.099,7,6,6
3847,445,3.637,22,15,6
3848,144,4.468,21,18,7
3849,445,0.498,7,7,6
3850,789,5.306,22,18,8
3851,185,0.087,5,5,4
3852,320,0.075,6,5,4
3853,565,0.215,17,7,2
3854,610,0.252,11,6,3
3855,760,2.302,36,13,6
3856,707,0.186,8,6,4
3857,786,10.669,44,16,10
3858,192,2.547,29,25,4
3859,645,1.76,14,8,8
3860,187,1.181,59,39,2
3861,746,2.419,77,16,6
3862,697,17.412,45,31,8
3863,469,24.931,53,30,9
3864,203,0.318,22,5,2
3865,457,0.263,19,6,6
3866,222,0.107,5,5,4
3867,485,0.144,5,5,4
3868,283,3.657,24,17,9
3869,523,0.132,15,6,2
3870,391,0.091,5,5,2
3871,878,1.791,23,14,11
3872,602,1.687,23,11,11
3873,694,0.346,21,10,3
3874,454,5.707,42,11,9
3875,863,0.892,40,13,3
3876,227,0.907,25,8,3
3877,458,0.028,5,5,2
3878,392,0.402,20,7,2
3879,570,7.84,28,20,12
3880,410,32.0,31,31,26
3881,248,0.206,11,10,7
3882,396,0.409,10,10,4
3883,662,5.663,30,11,9
3884,541,1.971,17,11,8
3885,652,0.163,10,10,3
3886,702,32.0,57,20,20
3887,840,5.112,42,27,7
3888,404,0.124,5,5,3
3889,370,0.189,5,5,4
3890,546,0.665,9,7,6
3891,577,1.569,22,13,11
3892,738,0.376,9,9,7
3893,622,1.187,22,8,5
3894,357,0.081,5,5,5
3895,222,32.0,79,75,75
3896,812,32.0,35,34,26
3897,802,1.148,15,8,8
3898,874,1.263,46,7,5
3899,212,32.0,52,49,43
3900,386,0.759,30,17,2
3901,687,1.697,20,19,5
3902,782,0.197,10,7,4
3903,820,2.405,37,17,9
3904,648,32.0,55,50,6
3905,597,26.22,43,36,24
3906,570,0.684,30,7,7
3907,781,32.0,73,54,36
3908,446,4.77,18,18,8
3909,656,0.457,36,7,3
3910,135,0.091,5,5,2
3911,601,2.136,24,11,10
3912,858,1.603,21,11,5
3913,397,0.381,13,7,6
3914,631,1.639,28,8,8
3915,986,2.768,16,14,13
3916,996,0.158,11,8,8
3917,260,0.71,42,10,4
3918,503,32.0,53,47,24
3919,459,3.019,13,13,10
3920,844,0.096,7,5,3
3921,638,0.137,5,5,4
3922,934,7.223,46,16,6
3923,135,0.086,5,5,3
3924,482,0.46,12,8,7
3925,585,4.029,29,25,4
3926,795,0.101,5,5,4
3927,547,8.096,39,21,19
3928,290,0.475,23,20,2
3929,941,2.16,32,14,4
3930,952,0.638,9,8,5
3931,708,5.016,28,23,13
3932,339,13.442,33,17,12
3933,444,2.416,23,9,7
3934,881,6.581,24,19,12
3935,894,0.501,10,8,7
3936,751,21.152,23,22,22
3937,497,0.163,5,5,4
3938,362,1.546,31,16,13
3939,393,0.071,5,5,5
3940,223,0.656,15,6,4
3941,245,1.398,38,6,5
3942,686,0.069,5,5,2
3943,750,0.031,5,5,2
3944,302,0.16,12,9,2
3945,739,0.139,11,6,4
3946,525,0.12,5,5,4
3947,433,0.099,5,5,2
3948,331,0.298,29,5,3
3949,118,0.099,5,5,5
3950,515,1.614,21,9,8
3951,491,1.925,32,11,9
3952,847,0.799,17,8,4
3953,858,0.192,11,6,4
3954,840,0.078,5,5,4
3955,594,0.408,25,5,3
3956,830,0.266,8,5,5
3957,122,12.629,40,24,20
3958,768,6.906,18,15,14
3959,226,16.116,48,22,12
3960,628,3.131,40,10,4
3961,997,0.293,10,9,3
3962,954,7.285,55,15,14
3963,462,0.046,5,5,5
3964,252,32.0,58,47,26
3965,813,0.52,29,10,6
3966,529,0.032,5,5,2
3967,786,15.848,32,25,14
3968,565,0.297,14,6,4
3969,671,2.157,17,10,8
3970,668,0.191,5,5,4
3971,609,0.182,5,5,4
3972,983,0.126,5,5,3
3973,989,32.0,71,60,55
3974,290,0.064,5,5,3
3975,601,0.232,6,5,4
3976,972,0.085,6,5,4
3977,960,4.148,51,17,5
3978,758,2.018,17,12,8
3979,482,32.0,65,38,8
3980,946,0.114,5,5,3
3981,227,8.623,72,28,18
3982,341,0.434,13,12,11
3983,728,2.013,40,9,4
3984,482,0.836,14,9,4
3985,869,12.302,46,16,13
3986,954,14.875,33,29,8
3987,663,0.108,16,16,2
3988,465,1.303,26,12,8
3989,301,0.312,12,11,9
3990,365,7.053,18,17,15
3991,516,0.223,15,5,4
3992,606,2.504,31,17,7
3993,909,0.87,17,14,2
3994,910,9.534,52,11,11
3995,686,0.35,9,6,4
3996,888,1.112,11,9,6
3997,416,2.201,24,18,9
3998,730,0.233,7,6,3
3999,957,0.021,6,6,2
4000,784,5.609,29,21,13
4001,623,0.074,5,5,4
4002,135,0.065,5,5,2
4003,729,0.981,15,6,6
4004,678,0.087,10,8,3
4005,290,0.278,28,10,4
4006,444,1.527,45,20,8
4007,294,1.598,16,8,7
4008,901,2.511,71,6,5
4009,754,5.209,46,23,6
4010,155,0.024,5,5,3
4011,902,2.597,20,19,5
4012,146,0.117,5,5,5
4013,531,0.378,13,11,4
4014,659,0.579,23,13,2
4015,855,0.211,9,5,4
4016,277,3.954,43,17,4
4017,203,0.049,6,5,2
4018,642,3.571,40,18,4
4019,667,0.472,31,7,2
4020,625,10.98,35,28,6
4021,981,0.265,6,5,5
4022,535,9.909,83,43,12
4023,427,0.205,17,5,3
4024,871,0.123,5,5,5
4025,787,32.0,83,56,47
4026,701,1.825,31,17,9
4027,799,0.665,17,13,2
4028,327,0.155,5,5,4
4029,982,0.421,9,9,6
4030,550,1.958,15,12,7
4031,146,1.464,19,17,3
4032,369,0.156,11,5,4
4033,588,0.922,16,15,9
4034,385,1.134,43,8,8
4035,510,0.072,5,5,4
4036,104,2.154,22,8,8
4037,879,0.197,11,8,2
4038,312,0.423,17,12,4
4039,139,0.067,5,5,3
4040,230,0.149,5,5,5
4041,223,0.288,65,6,2
4042,735,0.043,5,5,5
4043,303,25.016,35,33,16
4044,159,18.385,34,26,15
4045,631,1.827,46,21,5
4046,361,32.0,65,54,37
4047,198,0.511,16,6,3
4048,186,0.482,10,7,6
4049,801,0.075,5,5,2
4050,487,0.172,8,6,6
4051,675,32.0,68,44,11
4052,206,1.019,29,9,7
4053,152,0.819,40,9,7
4054,375,1.088,10,9,9
4055,732,0.28,15,6,5
4056,847,0.069,5,5,2
4057,619,20.436,40,27,12
4058,315,8.307,40,40,24
4059,991,0.119,6,5,4
4060,778,6.855,73,8,6
4061,725,0.093,5,5,2
4062,724,6.116,73,8,7
4063,489,0.141,5,5,4
4064,815,5.602,17,13,13
4065,783,2.213,21,16,6
4066,539,7.933,76,51,6
4067,687,32.0,101,89,85
4068,151,1.807,20,9,7
4069,989,7.332,45,15,7
4070,225,0.424,13,9,4
4071,870,0.626,17,5,5
4072,477,0.092,8,8,4
4073,417,0.328,10,7,3
4074,380,1.307,15,11,5
4075,281,1.101,20,10,5
4076,713,1.773,26,20,4
4077,518,0.117,5,5,3
4078,768,32.0,52,29,18
4079,374,4.691,27,20,9
4080,187,0.586,16,5,4
4081,131,1.228,11,11,6
4082,116,0.092,5,5,3
4083,858,8.503,34,29,20
4084,483,0.115,5,5,5
4085,770,3.12,15,14,12
4086,876,0.059,5,5,2
4087,311,0.168,9,5,3
4088,971,0.367,24,6,2
4089,699,0.043,5,5,3
4090,903,5.903,46,17,4
4091,253,7.257,27,26,8
4092,962,3.31,31,9,6
4093,912,0.718,8,8,6
4094,154,16.84,46,33,19
4095,195,0.31,11,8,6
4096,716,0.094,5,5,2
4097,145,32.0,62,40,24
4098,327,0.19,15,7,2
4099,416,0.406,12,8,8
4100,402,0.027,5,5,3
4101,498,0.157,5,5,5
4102,293,0.763,11,8,8
4103,312,0.264,9,8,3
4104,777,14.111,40,18,17
4105,644,3.05,26,10,8
4106,365,0.172,5,5,4
4107,669,0.306,10,8,2
4108,872,0.336,12,5,4
4109,982,2.364,40,20,8
4110,667,32.0,67,62,40
4111,151,0.103,5,5,4
4112,955,1.987,40,37,2
4113,439,0.132,5,5,4
4114,818,0.819,20,6,4
4115,253,10.832,39,31,28
4116,950,5.654,28,17,9
4117,125,9.336,24,24,14
4118,312,32.0,70,47,29
4119,148,0.051,9,6,2
4120,423,29.089,44,23,20
4121,673,14.239,27,27,25
4122,526,0.087,7,5,2
4123,967,32.0,50,45,18
4124,612,0.414,30,6,2
4125,809,32.0,44,41,38
4126,308,4.368,23,13,13
4127,946,0.375,11,8,6
4128,796,0.06,5,5,4
4129,786,1.434,19,9,5
4130,795,0.2,6,5,5
4131,784,13.409,21,20,19
4132,126,0.448,58,7,5
4133,582,0.321,7,7,4
4134,690,0.093,7,6,4
4135,850,0.347,11,7,3
4136,704,0.239,9,5,5
4137,158,32.0,75,70,29
4138,605,0.554,7,7,7
4139,403,0.249,5,5,5
4140,191,2.628,40,12,7
4141,713,32.0,64,49,27
4142,368,0.947,13,10,4
4143,788,0.05,5,5,2
4144,291,0.042,5,5,4
4145,113,32.0,97,52,16
4146,228,14.914,52,30,9
4147,215,0.152,5,5,4
4148,895,0.23,9,5,5
4149,922,2.095,16,15,8
4150,157,0.286,17,6,6
4151,940,5.185,38,22,5
4152,891,0.179,12,5,2
4153,779,0.409,38,11,4
4154,772,3.176,34,13,12
4155,885,32.0,46,32,28
4156,958,32.0,67,45,45
4157,457,26.721,33,22,19
4158,591,0.817,25,17,7
4159,177,0.524,27,12,7
4160,720,2.415,11,11,11
4161,870,13.188,35,23,19
4162,975,32.0,57,49,17
4163,551,0.137,5,5,3
4164,774,32.0,35,32,22
4165,325,0.05,5,5,2
4166,151,32.0,57,33,22
4167,802,13.117,52,22,19
4168,857,18.112,30,22,15
4169,444,0.628,29,19,2
4170,980,0.349,22,8,7
4171,513,0.012,5,5,2
4172,185,7.141,45,13,13
4173,922,0.096,7,5,2
4174,965,10.546,45,32,14
4175,582,3.448,48,24,5
4176,768,2.892,30,23,12
4177,416,2.161,30,16,3
4178,508,0.585,26,14,5
4179,840,0.796,10,9,5
4180,831,0.568,17,17,2
4181,290,2.497,18,14,12
4182,835,5.362,25,15,10
4183,125,0.093,5,5,4
4184,760,0.145,5,5,5
4185,958,0.442,14,8,3
4186,522,0.167,11,8,5
4187,267,0.018,5,5,2
4188,986,0.074,5,5,2
4189,261,3.717,44,11,4
4190,825,0.085,5,5,5
4191,261,0.062,9,6,2
4192,117,6.14,26,15,10
4193,855,0.337,7,6,6
4194,753,0.205,13,9,2
4195,849,3.714,24,18,13
4196,516,0.226,8,6,3
4197,120,0.098,5,5,4
4198,139,0.236,5,5,5
4199,450,9.482,21,16,15
4200,424,5.492,36,11,11
4201,769,0.708,39,5,3
4202,352,1.707,20,17,5
4203,568,3.704,65,49,5
4204,500,0.489,12,11,5
4205,207,0.549,21,17,6
4206,988,0.022,5,5,3
4207,599,0.086,5,5,2
4208,306,5.637,34,29,3
4209,272,32.0,84,79,21
4210,858,7.957,38,20,6
4211,467,32.0,72,40,36
4212,207,3.535,30,13,5
4213,379,12.172,44,41,15
4214,351,32.0,53,45,31
4215,632,10.435,21,20,20
4216,804,0.164,15,9,2
4217,576,17.167,40,24,12
4218,174,0.306,18,7,2
4219,365,0.168,5,5,4
4220,345,3.693,19,12,10
4221,400,0.42,9,7,6
4222,981,3.705,28,12,8
4223,790,1.106,21,7,5
4224,701,32.0,53,49,32
4225,714,2.082,67,9,9
4226,788,0.103,5,5,3
4227,297,4.854,54,18,14
4228,387,0.13,5,5,3
4229,725,32.0,86,26,24
4230,657,3.666,17,12,10
4231,331,0.102,8,8,4
4232,929,0.301,14,11,7
4233,152,1.019,62,9,2
4234,358,1.148,45,15,3
4235,846,0.698,8,7,7
4236,134,0.333,38,6,5
4237,773,0.18,16,9,2
4238,584,0.87,21,13,7
4239,162,0.059,9,9,3
4240,529,7.829,37,20,10
4241,195,3.333,59,13,9
4242,376,1.163,17,14,4
4243,839,0.12,5,5,5
4244,174,0.393,11,10,4
4245,531,7.628,26,25,18
4246,103,0.196,11,5,3
4247,305,8.008,77,22,21
4248,478,4.177,40,10,6
4249,241,0.15,9,7,3
4250,961,1.117,23,10,4
4251,751,1.898,20,12,9
4252,268,0.337,20,8,3
4253,770,0.472,24,8,4
4254,601,1.53,36,27,2
4255,834,10.4,39,37,4
4256,595,1.707,15,11,9
4257,906,29.754,74,20,11
4258,812,2.838,36,7,6
4259,991,8.087,42,19,8
4260,619,0.118,5,5,4
4261,953,0.37,7,7,5
4262,916,0.256,9,8,4
4263,774,0.093,5,5,5
4264,746,0.073,6,6,4
4265,522,32.0,63,45,10
4266,656,0.74,18,6,4
4267,366,1.621,29,17,7
4268,234,32.0,37,27,24
4269,149,11.059,57,17,8
4270,888,0.197,5,5,5
4271,532,0.044,9,5,3
4272,613,3.502,23,12,8
4273,310,0.195,8,5,3
4274,124,1.046,16,15,9
4275,957,18.78,68,27,22
4276,635,1.488,26,26,2
4277,339,5.303,54,13,7
4278,647,4.271,32,12,9
4279,472,2.771,14,11,9
4280,373,17.071,79,32,5
4281,783,3.513,22,16,11
4282,323,0.471,29,5,2
4283,311,3.541,53,11,6
4284,535,2.608,15,15,7
4285,307,0.218,21,19,2
4286,770,0.944,13,12,6
4287,155,4.282,48,10,9
4288,989,0.75,18,6,5
4289,842,32.0,68,66,40
4290,786,1.128,17,12,5
4291,744,12.555,42,38,6
4292,478,0.075,5,5,3
4293,964,0.178,19,8,4
4294,229,19.434,33,25,14
4295,908,0.063,6,5,2
4296,968,2.274,36,33,9
4297,657,1.199,13,12,10
4298,238,0.103,5,5,4
4299,286,0.101,7,5,3
4300,852,0.193,15,7,5
4301,416,0.423,17,8,2
4302,362,0.045,5,5,5
4303,146,0.122,13,5,4
4304,616,0.029,5,5,5
4305,610,2.849,16,11,11
4306,314,0.108,5,5,3
4307,945,0.937,19,5,5
4308,596,0.119,5,5,3
4309,661,32.0,57,44,24
4310,530,0.643,10,7,6
4311,213,4.962,36,20,6
4312,199,0.036,5,5,2
4313,327,0.143,5,5,4
4314,615,0.188,6,5,5
4315,424,0.036,8,7,3
4316,750,0.091,5,5,2
4317,363,2.432,25,12,5
4318,561,0.593,10,7,6
4319,343,0.034,5,5,4
4320,542,1.317,27,6,6
4321,933,0.225,9,6,6
4322,934,0.34,20,7,2
4323,845,32.0,48,35,29
4324,410,1.864,15,12,11
4325,844,0.376,13,7,4
4326,176,0.061,5,5,3
4327,654,1.179,17,8,5
4328,442,0.186,5,5,5
4329,803,3.972,39,13,4
4330,630,0.389,26,10,2
4331,459,14.215,78,15,8
4332,614,0.336,10,6,4
4333,697,0.047,5,5,3
4334,435,7.941,27,15,14
4335,903,0.137,12,8,2
4336,146,18.701,67,28,19
4337,540,0.119,10,8,2
4338,509,0.104,9,7,4
4339,708,32.0,100,51,45
4340,793,6.044,27,23,6
4341,202,0.617,18,6,5
4342,310,8.424,23,19,14
4343,366,0.093,5,5,3
4344,922,0.16,6,5,5
4345,310,0.248,14,7,7
4346,940,32.0,80,72,72
4347,687,3.774,22,12,10
4348,786,16.359,45,15,14
4349,333,1.443,55,5,3
4350,415,2.306,26,7,7
4351,953,0.16,8,7,4
4352,789,32.0,60,42,25
4353,527,0.122,6,5,5
4354,720,9.18,26,25,10
4355,405,1.44,15,7,7
4356,680,32.0,57,55,55
4357,354,0.058,5,5,2
4358,627,0.469,8,8,6
4359,652,32.0,51,48,19
4360,679,14.896,30,22,17
4361,320,2.231,15,11,8
4362,672,0.895,31,9,2
4363,487,0.656,22,9,4
4364,955,0.04,5,5,5
4365,107,0.093,5,5,2
4366,507,12.5,30,25,21
4367,395,32.0,70,39,20
4368,693,32.0,68,31,12
4369,201,32.0,44,41,22
4370,572,12.272,35,24,14
4371,109,0.047,5,5,5
4372,876,32.0,42,34,27
4373,858,2.964,24,16,11
4374,938,8.708,26,23,9
4375,469,0.164,6,5,3
4376,831,12.408,38,22,11
4377,521,3.668,21,11,10
4378,652,0.564,12,6,5
4379,905,15.393,68,27,13
4380,664,0.105,5,5,4
4381,878,0.574,13,8,5
4382,810,0.127,5,5,5
4383,492,3.378,15,11,11
4384,268,0.996,13,8,5
4385,174,1.44,21,7,7
4386,573,0.487,39,5,4
4387,945,0.387,8,8,5
4388,844,0.304,16,12,6
4389,651,1.444,21,7,7
4390,260,0.359,19,5,5
4391,954,32.0,62,52,28
4392,629,0.579,7,7,6
4393,513,0.818,23,10,5
4394,246,0.163,5,5,5
4395,838,0.208,17,13,4
4396,981,0.056,5,5,2
4397,606,2.576,41,13,6
4398,500,2.96,14,11,10
4399,133,12.332,38,21,16
4400,190,0.707,10,6,6
4401,702,0.368,20,5,5
4402,394,32.0,35,35,18
4403,573,4.612,20,14,10
4404,729,0.846,17,5,5
4405,323,0.291,10,7,7
4406,886,3.104,17,14,8
4407,426,2.08,30,11,10
4408,361,0.718,42,14,3
4409,578,0.025,5,5,2
4410,866,2.714,24,19,4
4411,575,9.082,23,20,19
4412,852,1.096,17,14,3
4413,636,0.281,13,8,3
4414,482,8.022,19,17,14
4415,273,0.975,24,6,6
4416,301,0.104,5,5,5
4417,556,5.816,31,25,7
4418,916,2.31,15,11,11
4419,102,0.543,11,6,5
4420,913,4.748,51,28,11
4421,305,4.055,29,18,9
4422,144,19.517,31,26,18
4423,626,0.201,12,9,9
4424,188,25.116,34,32,17
4425,385,32.0,38,25,21
4426,696,0.661,14,7,5
4427,495,0.206,7,7,7
4428,704,2.07,26,24,11
4429,693,0.557,17,13,4
4430,602,4.089,32,11,11
4431,924,32.0,78,77,36
4432,748,3.59,75,8,7
4433,367,1.305,12,10,8
4434,411,23.754,76,22,13
4435,200,0.456,10,8,4
4436,951,4.723,65,10,8
4437,732,1.041,41,7,7
4438,538,0.19,24,5,5
4439,471,1.069,12,10,7
4440,343,0.956,23,13,7
4441,455,3.104,25,20,17
4442,749,0.011,5,5,2
4443,583,0.449,40,11,3
4444,752,0.044,5,5,2
4445,432,32.0,53,42,20
4446,625,25.656,112,25,7
4447,266,0.152,5,5,4
4448,621,1.422,15,15,7
4449,656,1.453,27,14,2
4450,501,8.903,20,18,15
4451,715,0.975,23,8,8
4452,330,0.647,26,14,3
4453,912,14.253,47,29,18
4454,384,5.448,20,15,12
4455,241,0.251,9,8,7
4456,395,0.451,19,6,4
4457,881,0.657,35,11,8
4458,255,0.065,5,5,3
4459,218,24.662,42,41,24
4460,405,5.097,35,15,7
4461,439,1.964,11,10,9
4462,969,32.0,83,31,21
4463,814,32.0,38,38,38
4464,575,3.713,50,9,6
4465,177,0.208,9,5,3
4466,886,5.695,21,19,10
4467,850,0.076,6,5,4
4468,377,26.352,33,33,20
4469,778,0.2,5,5,4
4470,604,32.0,49,45,15
4471,939,1.537,40,8,6
4472,287,3.229,29,11,6
4473,422,5.867,36,29,11
4474,117,32.0,86,51,24
4475,219,32.0,36,28,18
4476,623,11.433,45,13,11
4477,737,2.543,27,13,5
4478,397,3.825,57,47,4
4479,658,3.198,18,15,15
4480,917,2.938,24,10,7
4481,978,0.577,14,9,4
4482,105,7.642,35,17,10
4483,842,4.986,50,27,2
4484,996,0.628,21,12,4
4485,751,6.351,29,16,8
4486,333,2.052,30,9,9
4487,309,0.888,72,15,3
4488,706,0.745,13,8,6
4489,435,0.613,24,7,2
4490,215,0.052,5,5,3
4491,266,32.0,45,41,36
4492,630,32.0,104,88,46
4493,345,2.395,40,30,2
4494,974,30.33,42,40,40
4495,115,32.0,30,27,26
4496,126,0.919,15,14,10
4497,673,0.025,5,5,4
4498,136,0.647,12,7,6
4499,583,0.03,5,5,4
4500,203,0.057,5,5,4
4501,220,0.383,15,11,10
4502,356,17.256,47,34,10
4503,506,0.146,6,6,3
4504,554,10.925,81,9,9
4505,871,32.0,40,33,21
4506,797,3.053,14,12,11
4507,434,0.064,9,5,4
4508,634,0.233,29,5,2
4509,665,0.738,28,11,5
4510,525,0.198,5,5,5
4511,446,0.077,11,7,3
4512,927,0.112,18,6,3
4513,861,0.047,7,5,2
4514,368,0.49,37,10,5
4515,371,1.579,15,10,9
4516,984,19.939,38,25,22
4517,763,0.316,6,6,5
4518,820,0.173,5,5,4
4519,998,4.357,36,16,6
4520,288,0.142,5,5,5
4521,903,3.069,58,13,11
4522,977,0.709,12,10,5
4523,323,0.278,13,8,3
4524,487,0.093,5,5,2
4525,170,32.0,54,43,29
4526,458,0.072,7,7,7
4527,517,1.33,17,10,4
4528,115,0.147,19,6,2
